1.000000000000000000e+00,1.800000000000000000e+02,1.500000000000000000e+01
1.000000000000000000e+00,1.800000000000000000e+02,1.700000000000000000e+01
1.000000000000000000e+00,1.800000000000000000e+02,1.550000000000000000e+01
1.000000000000000000e+00,1.800000000000000000e+02,1.650000000000000000e+01
1.000000000000000000e+00,2.250000000000000000e+02,1.550000000000000000e+01
1.000000000000000000e+00,2.250000000000000000e+02,1.500000000000000000e+01
1.000000000000000000e+00,2.250000000000000000e+02,1.600000000000000000e+01
1.000000000000000000e+00,2.250000000000000000e+02,1.450000000000000000e+01
1.000000000000000000e+00,2.500000000000000000e+02,1.500000000000000000e+01
1.000000000000000000e+00,2.500000000000000000e+02,1.450000000000000000e+01
1.000000000000000000e+00,2.500000000000000000e+02,1.250000000000000000e+01
1.000000000000000000e+00,2.500000000000000000e+02,1.100000000000000000e+01
1.000000000000000000e+00,2.750000000000000000e+02,1.400000000000000000e+01
1.000000000000000000e+00,2.750000000000000000e+02,1.300000000000000000e+01
1.000000000000000000e+00,2.750000000000000000e+02,1.400000000000000000e+01
1.000000000000000000e+00,2.750000000000000000e+02,1.150000000000000000e+01
2.000000000000000000e+00,1.800000000000000000e+02,1.400000000000000000e+01
2.000000000000000000e+00,1.800000000000000000e+02,1.600000000000000000e+01
2.000000000000000000e+00,1.800000000000000000e+02,1.300000000000000000e+01
2.000000000000000000e+00,1.800000000000000000e+02,1.350000000000000000e+01
2.000000000000000000e+00,2.250000000000000000e+02,1.300000000000000000e+01
2.000000000000000000e+00,2.250000000000000000e+02,1.350000000000000000e+01
2.000000000000000000e+00,2.250000000000000000e+02,1.250000000000000000e+01
2.000000000000000000e+00,2.250000000000000000e+02,1.250000000000000000e+01
2.000000000000000000e+00,2.500000000000000000e+02,1.250000000000000000e+01
2.000000000000000000e+00,2.500000000000000000e+02,1.200000000000000000e+01
2.000000000000000000e+00,2.500000000000000000e+02,1.150000000000000000e+01
2.000000000000000000e+00,2.500000000000000000e+02,1.200000000000000000e+01
2.000000000000000000e+00,2.750000000000000000e+02,1.300000000000000000e+01
2.000000000000000000e+00,2.750000000000000000e+02,1.150000000000000000e+01
2.000000000000000000e+00,2.750000000000000000e+02,1.300000000000000000e+01
2.000000000000000000e+00,2.750000000000000000e+02,1.250000000000000000e+01
4.000000000000000000e+00,1.800000000000000000e+02,1.350000000000000000e+01
4.000000000000000000e+00,1.800000000000000000e+02,1.750000000000000000e+01
4.000000000000000000e+00,1.800000000000000000e+02,1.750000000000000000e+01
4.000000000000000000e+00,1.800000000000000000e+02,1.350000000000000000e+01
4.000000000000000000e+00,2.250000000000000000e+02,1.250000000000000000e+01
4.000000000000000000e+00,2.250000000000000000e+02,1.250000000000000000e+01
4.000000000000000000e+00,2.250000000000000000e+02,1.500000000000000000e+01
4.000000000000000000e+00,2.250000000000000000e+02,1.300000000000000000e+01
4.000000000000000000e+00,2.500000000000000000e+02,1.200000000000000000e+01
4.000000000000000000e+00,2.500000000000000000e+02,1.300000000000000000e+01
4.000000000000000000e+00,2.500000000000000000e+02,1.200000000000000000e+01
4.000000000000000000e+00,2.500000000000000000e+02,1.350000000000000000e+01
4.000000000000000000e+00,2.750000000000000000e+02,1.000000000000000000e+01
4.000000000000000000e+00,2.750000000000000000e+02,1.150000000000000000e+01
4.000000000000000000e+00,2.750000000000000000e+02,1.100000000000000000e+01
4.000000000000000000e+00,2.750000000000000000e+02,9.500000000000000000e+00
8.000000000000000000e+00,1.800000000000000000e+02,1.500000000000000000e+01
8.000000000000000000e+00,1.800000000000000000e+02,1.500000000000000000e+01
8.000000000000000000e+00,1.800000000000000000e+02,1.550000000000000000e+01
8.000000000000000000e+00,1.800000000000000000e+02,1.600000000000000000e+01
8.000000000000000000e+00,2.250000000000000000e+02,1.300000000000000000e+01
8.000000000000000000e+00,2.250000000000000000e+02,1.050000000000000000e+01
8.000000000000000000e+00,2.250000000000000000e+02,1.350000000000000000e+01
8.000000000000000000e+00,2.250000000000000000e+02,1.400000000000000000e+01
8.000000000000000000e+00,2.500000000000000000e+02,1.250000000000000000e+01
8.000000000000000000e+00,2.500000000000000000e+02,1.200000000000000000e+01
8.000000000000000000e+00,2.500000000000000000e+02,1.150000000000000000e+01
8.000000000000000000e+00,2.500000000000000000e+02,1.150000000000000000e+01
8.000000000000000000e+00,2.750000000000000000e+02,6.500000000000000000e+00
