1.000000000000000000e+00,9.762227000000000032e+01
2.000000000000000000e+00,9.780723999999999307e+01
3.000000000000000000e+00,9.662247000000000696e+01
4.000000000000000000e+00,9.259022000000000219e+01
5.000000000000000000e+00,9.123869000000000540e+01
6.000000000000000000e+00,9.532703999999999667e+01
7.000000000000000000e+00,9.035039999999999338e+01
8.000000000000000000e+00,8.946235000000000070e+01
9.000000000000000000e+00,9.172520000000000095e+01
1.000000000000000000e+01,8.986915999999999372e+01
1.100000000000000000e+01,8.688075999999999510e+01
1.200000000000000000e+01,8.594360000000000355e+01
1.300000000000000000e+01,8.760685999999999751e+01
1.400000000000000000e+01,8.625839000000000567e+01
1.500000000000000000e+01,8.074975999999999487e+01
1.600000000000000000e+01,8.303551000000000215e+01
1.700000000000000000e+01,8.825836999999999932e+01
1.800000000000000000e+01,8.201315999999999917e+01
1.900000000000000000e+01,8.274097999999999331e+01
2.000000000000000000e+01,8.330034000000000560e+01
2.100000000000000000e+01,8.127849999999999397e+01
2.200000000000000000e+01,8.185505999999999460e+01
2.300000000000000000e+01,8.075194999999999368e+01
2.400000000000000000e+01,8.009573000000000320e+01
2.500000000000000000e+01,8.107632999999999868e+01
2.600000000000000000e+01,7.881542000000000314e+01
2.700000000000000000e+01,7.838595999999999719e+01
2.800000000000000000e+01,7.993385999999999569e+01
2.900000000000000000e+01,7.948474000000000217e+01
3.000000000000000000e+01,7.995941999999999439e+01
3.100000000000000000e+01,7.610690999999999917e+01
3.200000000000000000e+01,7.839830000000000609e+01
3.300000000000000000e+01,8.143059999999999832e+01
3.400000000000000000e+01,8.248866999999999905e+01
3.500000000000000000e+01,8.165461999999999421e+01
3.600000000000000000e+01,8.084323000000000548e+01
3.700000000000000000e+01,8.868662999999999386e+01
3.800000000000000000e+01,8.474438000000000670e+01
3.900000000000000000e+01,8.683934000000000708e+01
4.000000000000000000e+01,8.597738999999999976e+01
4.100000000000000000e+01,9.128508999999999673e+01
4.200000000000000000e+01,9.722410999999999603e+01
4.300000000000000000e+01,9.351733000000000118e+01
4.400000000000000000e+01,9.410159000000000162e+01
4.500000000000000000e+01,1.019175999999999931e+02
4.600000000000000000e+01,9.843134000000000583e+01
4.700000000000000000e+01,1.104214000000000055e+02
4.800000000000000000e+01,1.076628000000000043e+02
4.900000000000000000e+01,1.117288000000000068e+02
5.000000000000000000e+01,1.165114999999999981e+02
5.100000000000000000e+01,1.207609000000000066e+02
5.200000000000000000e+01,1.239552999999999940e+02
5.300000000000000000e+01,1.242437000000000040e+02
5.400000000000000000e+01,1.307995999999999981e+02
5.500000000000000000e+01,1.332959999999999923e+02
5.600000000000000000e+01,1.307787999999999897e+02
5.700000000000000000e+01,1.320564999999999998e+02
5.800000000000000000e+01,1.386584000000000003e+02
5.900000000000000000e+01,1.429251999999999896e+02
6.000000000000000000e+01,1.427214999999999918e+02
6.100000000000000000e+01,1.441248999999999967e+02
6.200000000000000000e+01,1.474377000000000066e+02
6.300000000000000000e+01,1.482647000000000048e+02
6.400000000000000000e+01,1.520518999999999892e+02
6.500000000000000000e+01,1.473863000000000056e+02
6.600000000000000000e+01,1.492074000000000069e+02
6.700000000000000000e+01,1.489536999999999978e+02
6.800000000000000000e+01,1.445876000000000090e+02
6.900000000000000000e+01,1.481226000000000056e+02
7.000000000000000000e+01,1.480143999999999949e+02
7.100000000000000000e+01,1.438892999999999915e+02
7.200000000000000000e+01,1.409088000000000136e+02
7.300000000000000000e+01,1.434433999999999969e+02
7.400000000000000000e+01,1.393937999999999988e+02
7.500000000000000000e+01,1.359877999999999929e+02
7.600000000000000000e+01,1.363926999999999907e+02
7.700000000000000000e+01,1.267262000000000057e+02
7.800000000000000000e+01,1.244487000000000023e+02
7.900000000000000000e+01,1.228646999999999991e+02
8.000000000000000000e+01,1.138556999999999988e+02
8.100000000000000000e+01,1.137036999999999978e+02
8.200000000000000000e+01,1.068406999999999982e+02
8.300000000000000000e+01,1.070033999999999992e+02
8.400000000000000000e+01,1.024629000000000048e+02
8.500000000000000000e+01,9.609296000000000504e+01
8.600000000000000000e+01,9.457555000000000689e+01
8.700000000000000000e+01,8.698824000000000467e+01
8.800000000000000000e+01,8.490153999999999712e+01
8.900000000000000000e+01,8.118022999999999456e+01
9.000000000000000000e+01,7.640116999999999337e+01
9.100000000000000000e+01,6.709199999999999875e+01
9.200000000000000000e+01,7.267154999999999632e+01
9.300000000000000000e+01,6.810848000000000013e+01
9.400000000000000000e+01,6.799088000000000420e+01
9.500000000000000000e+01,6.334094000000000335e+01
9.600000000000000000e+01,6.055252999999999730e+01
9.700000000000000000e+01,5.618686999999999898e+01
9.800000000000000000e+01,5.364482000000000284e+01
9.900000000000000000e+01,5.370306999999999675e+01
1.000000000000000000e+02,4.807892999999999972e+01
1.010000000000000000e+02,4.221258000000000266e+01
1.020000000000000000e+02,4.565180999999999756e+01
1.030000000000000000e+02,4.169727999999999923e+01
1.040000000000000000e+02,4.124945999999999913e+01
1.050000000000000000e+02,3.921349000000000018e+01
1.060000000000000000e+02,3.771696000000000026e+01
1.070000000000000000e+02,3.668395000000000294e+01
1.080000000000000000e+02,3.730393000000000114e+01
1.090000000000000000e+02,3.743276999999999788e+01
1.100000000000000000e+02,3.745011999999999830e+01
1.110000000000000000e+02,3.264647999999999683e+01
1.120000000000000000e+02,3.184346999999999994e+01
1.130000000000000000e+02,3.139950999999999937e+01
1.140000000000000000e+02,2.668911999999999907e+01
1.150000000000000000e+02,3.225323000000000206e+01
1.160000000000000000e+02,2.761007999999999996e+01
1.170000000000000000e+02,3.358648999999999774e+01
1.180000000000000000e+02,2.810714000000000112e+01
1.190000000000000000e+02,3.026427999999999940e+01
1.200000000000000000e+02,2.801648000000000138e+01
1.210000000000000000e+02,2.911020999999999859e+01
1.220000000000000000e+02,2.302099000000000117e+01
1.230000000000000000e+02,2.565090999999999966e+01
1.240000000000000000e+02,2.850294999999999845e+01
1.250000000000000000e+02,2.523701000000000150e+01
1.260000000000000000e+02,2.613828000000000173e+01
1.270000000000000000e+02,3.353260000000000218e+01
1.280000000000000000e+02,2.925195000000000078e+01
1.290000000000000000e+02,2.709846999999999895e+01
1.300000000000000000e+02,2.652999000000000152e+01
1.310000000000000000e+02,2.552401000000000053e+01
1.320000000000000000e+02,2.669218000000000046e+01
1.330000000000000000e+02,2.455268999999999835e+01
1.340000000000000000e+02,2.771762999999999977e+01
1.350000000000000000e+02,2.520297000000000054e+01
1.360000000000000000e+02,2.561483000000000132e+01
1.370000000000000000e+02,2.506893000000000171e+01
1.380000000000000000e+02,2.763929999999999865e+01
1.390000000000000000e+02,2.494850999999999885e+01
1.400000000000000000e+02,2.586805999999999983e+01
1.410000000000000000e+02,2.248182999999999865e+01
1.420000000000000000e+02,2.690044999999999931e+01
1.430000000000000000e+02,2.539919000000000082e+01
1.440000000000000000e+02,1.790614000000000061e+01
1.450000000000000000e+02,2.376039000000000101e+01
1.460000000000000000e+02,2.589688999999999908e+01
1.470000000000000000e+02,2.764230999999999838e+01
1.480000000000000000e+02,2.286101000000000028e+01
1.490000000000000000e+02,2.647003000000000128e+01
1.500000000000000000e+02,2.372888000000000019e+01
1.510000000000000000e+02,2.754334000000000060e+01
1.520000000000000000e+02,3.052683000000000035e+01
1.530000000000000000e+02,2.807261000000000095e+01
1.540000000000000000e+02,3.492815000000000225e+01
1.550000000000000000e+02,2.829194000000000031e+01
1.560000000000000000e+02,3.419160999999999717e+01
1.570000000000000000e+02,3.541206999999999994e+01
1.580000000000000000e+02,3.709335999999999700e+01
1.590000000000000000e+02,4.098329999999999984e+01
1.600000000000000000e+02,3.953923000000000343e+01
1.610000000000000000e+02,4.780122999999999678e+01
1.620000000000000000e+02,4.746305000000000263e+01
1.630000000000000000e+02,5.104166000000000025e+01
1.640000000000000000e+02,5.458064999999999856e+01
1.650000000000000000e+02,5.753000999999999721e+01
1.660000000000000000e+02,6.142088999999999999e+01
1.670000000000000000e+02,6.279032000000000124e+01
1.680000000000000000e+02,6.851454999999999984e+01
1.690000000000000000e+02,7.023053000000000168e+01
1.700000000000000000e+02,7.442776000000000636e+01
1.710000000000000000e+02,7.659910999999999603e+01
1.720000000000000000e+02,8.162053000000000225e+01
1.730000000000000000e+02,8.342207999999999402e+01
1.740000000000000000e+02,7.917450999999999794e+01
1.750000000000000000e+02,8.856985000000000241e+01
1.760000000000000000e+02,8.566525000000000034e+01
1.770000000000000000e+02,8.655501999999999896e+01
